2333080016,5415,861,"2020-06-05 14:53:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 14:53:31","06/01 16:35:31","06/05 13:50:29"
2333090012,1710,730,"2020-06-05 14:38:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 14:38:31","06/05 11:41:31","06/05 14:14:30"
2333100013,4556,440,"2020-06-05 14:59:29","2020-06-06 21:26:36","06/05 08:23:33","06/05 14:59:29","06/05 08:23:33","06/05 09:32:36"
2333110019,5405,363,"2020-06-05 14:14:30","2020-06-06 21:26:36","06/05 09:59:29","06/05 14:14:30","06/05 09:59:29","06/05 09:23:29"
2333120015,2032,476,"2020-06-05 15:38:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:38:31","06/05 14:29:29","06/05 15:32:33"
2333130011,1629,760,"2020-06-05 11:59:32","2020-06-06 21:26:36","06/02 10:17:55","06/05 11:59:32","06/03 09:59:54","06/05 11:50:29"
2333140017,3403,367,"2020-06-05 15:23:31","2020-06-06 21:26:36","06/05 08:35:31","06/05 15:23:31","06/03 08:44:55","06/05 11:38:32"
2334010018,3865,642,"2020-06-06 11:17:33","2020-06-06 21:26:36","06/01 16:35:31","06/06 11:17:33","06/01 16:35:31","06/06 11:17:33"
2334020014,5346,1599,"2020-06-06 10:38:33","2020-06-06 21:26:36","06/01 16:35:31","06/06 10:38:33","06/01 16:35:31","06/06 09:44:31"
2334030010,4738,721,"2020-06-06 09:59:41","2020-06-06 21:26:36","06/01 16:35:31","06/06 09:59:41","06/01 16:35:31","06/06 09:50:44"
2334040016,3627,420,"2020-06-06 11:50:32","2020-06-06 21:26:36","06/03 08:14:50","06/06 10:56:33","06/06 08:50:34","06/06 11:50:32"
2334050012,2752,1223,"2020-06-06 10:53:38","2020-06-06 21:26:36","06/01 16:35:31","06/06 10:53:38","06/03 13:53:54","06/06 10:53:38"
2334060018,3186,908,"2020-06-06 15:47:29","2020-06-06 21:26:36","06/01 16:35:31","06/06 15:47:29","06/06 13:56:29","06/06 14:47:29"
2334070014,1722,873,"2020-06-06 11:02:37","2020-06-06 21:26:36","06/01 16:35:31","06/06 11:02:37","06/05 16:17:31","06/05 15:44:31"
2334081026,1791,560,"2020-06-06 10:44:38","2020-06-06 21:26:36","06/04 08:50:51","06/06 10:38:33","06/04 08:50:51","06/06 10:44:38"
2334090016,6210,820,"2020-06-06 11:08:38","2020-06-06 21:26:36","06/01 16:35:31","06/06 10:47:40","06/06 09:35:32","06/06 11:08:38"
2334100017,1125,930,"2020-06-06 10:35:32","2020-06-06 21:26:36","06/06 08:11:31","06/06 10:35:32","06/06 08:11:31","06/06 09:50:44"
2334110013,3698,998,"2020-06-06 09:14:32","2020-06-06 21:26:36","06/01 16:35:31","06/06 09:14:32","06/01 16:35:31","06/06 08:47:36"
2334120019,2331,910,"2020-06-06 09:38:34","2020-06-06 21:26:36","06/04 09:03:04","06/06 09:38:34","06/06 08:38:35","06/06 09:38:34"
2335010012,3135,600,"2020-06-05 10:41:31","2020-06-06 21:26:36","06/05 07:47:29","06/05 10:41:31","06/01 16:35:31","06/04 09:29:53"
2335020018,12249,1940,"2020-06-05 16:41:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:41:30","06/01 16:35:31","06/05 16:38:32"
2335030014,2637,1050,"2020-06-05 16:41:30","2020-06-06 21:26:36","06/05 08:11:29","06/05 16:41:30","06/01 16:35:31","06/05 11:08:32"
2335040010,1053,920,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:14:31","06/01 16:35:31","06/05 16:14:31"
2335050016,882,1000,"2020-06-05 16:32:33","2020-06-06 21:26:36","06/04 08:08:54","06/05 16:32:33","06/04 08:08:54","06/05 16:26:31"
2335060012,3632,605,"2020-06-05 10:35:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 10:35:31","06/01 16:35:31","06/02 09:08:55"
2335070018,2385,960,"2020-06-05 16:29:29","2020-06-06 21:26:36","06/05 00:29:32","06/05 16:29:29","06/05 00:29:32","06/04 10:17:06"
2335080014,909,1275,"2020-06-05 15:08:38","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:08:38","06/01 16:35:31","06/02 15:47:57"
2335090010,1104,760,"2020-06-05 10:23:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 10:23:29","06/05 08:11:29","06/05 08:26:30"
2335100011,3978,620,"2020-06-05 16:23:31","2020-06-06 21:26:36","06/04 16:44:33","06/05 16:23:31","06/01 16:35:31","06/05 16:20:33"
2335110017,5109,1670,"2020-06-05 15:41:34","2020-06-06 21:26:36","06/05 08:02:32","06/05 15:41:34","06/05 08:02:32","06/04 14:35:30"
2335120013,2725,1011,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/04 08:29:54","06/05 16:14:31","06/01 16:35:31","06/01 17:58:02"
2335130019,2184,1750,"2020-06-05 13:47:29","2020-06-06 21:26:36","06/03 00:29:57","06/05 13:47:29","06/03 00:29:57","06/04 13:11:55"
2335140015,1746,1135,"2020-06-05 15:29:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:29:31","06/01 16:35:31","06/04 08:53:50"
2335150011,3600,630,"2020-06-05 15:20:31","2020-06-06 21:26:36","06/04 07:56:51","06/05 15:20:31","06/05 07:56:29","06/05 10:59:29"
2335160017,4167,830,"2020-06-05 15:26:31","2020-06-06 21:26:36","06/04 08:23:54","06/05 15:26:31","06/02 08:20:54","06/05 09:56:29"
2335170013,4590,1960,"2020-06-05 15:26:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:26:31","06/01 16:35:31","06/04 11:23:54"
2335180019,1650,660,"2020-06-05 14:35:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 14:35:32","06/05 08:32:34","06/05 14:35:32"
2336010016,6629,1300,"2020-06-05 15:38:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:38:31","06/01 16:35:31","06/05 15:20:31"
2336020012,4833,1380,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:14:31","06/01 16:35:31","06/04 15:05:32"
2336030018,1710,790,"2020-06-05 15:56:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:56:30","06/01 16:35:31","06/05 15:53:31"
2336040014,342,250,"2020-06-05 15:50:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:50:30","06/05 13:29:29","06/05 15:32:33"
2336050010,3825,900,"2020-06-05 15:29:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:29:31","06/05 13:14:29","06/05 15:29:31"
2336060016,1746,390,"2020-06-05 15:59:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:44:31","06/01 16:35:31","06/05 15:59:29"
2336070012,3150,670,"2020-06-05 16:29:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:29:29","06/05 11:50:29","06/05 13:41:31"
2336080018,2958,434,"2020-06-05 15:47:31","2020-06-06 21:26:36","06/05 13:50:29","06/05 15:47:31","06/01 16:35:31","06/05 15:05:32"
2336090014,2847,520,"2020-06-05 15:47:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:47:31","06/01 16:35:31","06/05 15:44:31"
2336100015,1232,500,"2020-06-05 15:56:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:56:30","06/01 16:35:31","06/05 15:26:31"
2336110011,5058,861,"2020-06-05 15:59:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:59:29","06/01 16:35:31","06/05 15:59:29"
2336120017,2772,679,"2020-06-05 15:29:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:29:31","06/05 13:56:29","06/04 14:35:30"
2336130013,3951,1740,"2020-06-05 15:32:33","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:32:33","06/01 16:35:31","06/01 17:58:02"
2336140019,2995,740,"2020-06-05 15:53:31","2020-06-06 21:26:36","06/04 13:23:50","06/05 15:53:31","06/05 13:20:29","06/05 14:23:30"
2336150015,2466,870,"2020-06-05 15:44:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:44:31","06/05 13:29:29","06/05 14:50:30"
2336160011,1023,1118,"2020-06-05 15:02:33","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:02:33","06/03 13:08:55","06/05 14:29:29"
2336170017,3393,660,"2020-06-05 15:23:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:23:31","06/01 16:35:31","06/05 14:20:31"
2336180013,3726,610,"2020-06-05 15:53:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:53:31","06/01 16:35:31","06/05 15:53:31"
2336190019,1368,679,"2020-06-05 15:56:30","2020-06-06 21:26:36","06/04 13:20:49","06/05 15:56:30","06/04 13:20:49","06/05 14:17:30"
2336200010,3002,811,"2020-06-05 16:02:34","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:02:34","06/01 16:35:31","06/05 15:17:32"
2336210025,5260,1440,"2020-06-05 16:05:31","2020-06-06 21:26:36","06/03 10:26:55","06/05 16:05:31","06/03 10:26:55","06/05 13:56:29"
2336210034,774,1208,"2020-06-06 11:02:37","2020-06-06 21:26:36","06/01 16:35:31","06/06 11:02:37","06/01 16:35:31","06/05 09:50:30"
2337010010,4451,1050,"2020-06-05 16:17:31","2020-06-06 21:26:36","06/03 13:56:57","06/05 16:17:31","06/03 13:56:57","06/05 15:14:31"
2337010029,4258,1870,"2020-06-05 16:11:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:11:31","06/01 16:35:31","06/04 15:41:34"
2337020016,6177,687,"2020-06-05 16:41:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:41:30","06/01 16:35:31","06/02 16:08:55"
2337030012,4655,1142,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:14:31","06/01 16:35:31","06/05 15:26:31"
2337040018,362,1710,"2020-06-05 16:35:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:35:32","06/01 16:35:31","06/05 15:26:31"
2337050014,5031,650,"2020-06-05 15:47:31","2020-06-06 21:26:36","06/05 13:38:31","06/05 15:47:31","06/05 13:38:31","06/05 15:47:31"
2337060010,2610,970,"2020-06-05 16:23:31","2020-06-06 21:26:36","06/04 13:47:32","06/05 16:23:31","06/01 16:35:31","06/01 17:58:02"
2337070016,5952,1705,"2020-06-05 16:56:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:56:32","06/01 16:35:31","06/04 16:02:36"
2337080012,3179,1019,"2020-06-05 16:29:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:11:33","06/01 16:35:31","06/05 16:29:29"
2337090018,3527,1540,"2020-06-05 16:05:31","2020-06-06 21:26:36","06/04 13:50:31","06/05 16:05:31","06/01 16:35:31","06/02 14:38:56"
2337100019,2703,1230,"2020-06-05 16:53:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:53:29","06/01 16:35:31","06/05 15:17:32"
2337110015,3249,1060,"2020-06-05 16:41:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:41:30","06/01 16:35:31","06/04 14:02:33"
2337120020,1764,1295,"2020-06-05 15:44:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:44:31","06/01 16:35:31","06/03 15:11:59"
2337130017,2520,1290,"2020-06-05 16:23:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:23:31","06/01 16:35:31","06/05 15:44:31"
2337140013,2570,873,"2020-06-05 15:32:33","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:32:33","06/01 16:35:31","06/04 15:26:32"
2337150019,3285,980,"2020-06-05 16:56:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:56:32","06/01 16:35:31","06/05 15:53:31"
2337160015,3470,1170,"2020-06-05 15:53:31","2020-06-06 21:26:36","06/04 13:47:32","06/05 15:53:31","06/01 16:35:31","06/02 14:50:55"
2337170011,3591,1854,"2020-06-05 16:53:29","2020-06-06 21:26:36","06/04 17:11:32","06/05 16:53:29","06/04 14:05:32","06/04 14:08:32"
2337180017,2070,1100,"2020-06-05 16:41:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:23:31","06/01 16:35:31","06/05 16:41:30"
